Ethiopia,http://www.wikidata.org/entity/Q115
Federated States of Micronesia,http://www.wikidata.org/entity/Q702
Fiji,http://www.wikidata.org/entity/Q712
Finland,http://www.wikidata.org/entity/Q33
France,http://www.wikidata.org/entity/Q142
Gabon,http://www.wikidata.org/entity/Q1000
Georgia,http://www.wikidata.org/entity/Q230
Germany,http://www.wikidata.org/entity/Q183
Ghana,http://www.wikidata.org/entity/Q117
Greece,http://www.wikidata.org/entity/Q41
Grenada,http://www.wikidata.org/entity/Q769
Guatemala,http://www.wikidata.org/entity/Q774
Guinea,http://www.wikidata.org/entity/Q1006
Guinea-Bissau,http://www.wikidata.org/entity/Q1007
Guyana,http://www.wikidata.org/entity/Q734
Haiti,http://www.wikidata.org/entity/Q790
Honduras,http://www.wikidata.org/entity/Q783
Hungary,http://www.wikidata.org/entity/Q28
Iceland,http://www.wikidata.org/entity/Q189
Icelandic Commonwealth,http://www.wikidata.org/entity/Q62389
India,http://www.wikidata.org/entity/Q668
India: Kerala State,http://www.wikidata.org/entity/Q1186
Indonesia,http://www.wikidata.org/entity/Q252
Iran,http://www.wikidata.org/entity/Q794
Iran: Qum,http://www.wikidata.org/entity/Q131664
Iran: Tehran,http://www.wikidata.org/entity/Q3616
Iraq,http://www.wikidata.org/entity/Q796
Ireland,http://www.wikidata.org/entity/Q27
Israel,http://www.wikidata.org/entity/Q801
Italy,http://www.wikidata.org/entity/Q38
Italy: Cagliari,http://www.wikidata.org/entity/Q1897
Italy: Rome,http://www.wikidata.org/entity/Q220
Ivory Coast,http://www.wikidata.org/entity/Q1008
Jamaica,http://www.wikidata.org/entity/Q766
Japan,http://www.wikidata.org/entity/Q17
Jordan,http://www.wikidata.org/entity/Q810
Kazakhstan,http://www.wikidata.org/entity/Q232
Kenya,http://www.wikidata.org/entity/Q114
Kingdom of Denmark,http://www.wikidata.org/entity/Q756617
Kingdom of the Netherlands,http://www.wikidata.org/entity/Q29999
Kiribati,http://www.wikidata.org/entity/Q710
Kuwait,http://www.wikidata.org/entity/Q817
Kyrgyzstan,http://www.wikidata.org/entity/Q813
Laos,http://www.wikidata.org/entity/Q819
Latvia,http://www.wikidata.org/entity/Q211
Lebanon,http://www.wikidata.org/entity/Q822
Lesotho,http://www.wikidata.org/entity/Q1013
Liberia,http://www.wikidata.org/entity/Q1014
Libya,http://www.wikidata.org/entity/Q1016
Liechtenstein,http://www.wikidata.org/entity/Q347
Lithuania,http://www.wikidata.org/entity/Q37
Luxembourg,http://www.wikidata.org/entity/Q32
Madagascar,http://www.wikidata.org/entity/Q1019
Malawi,http://www.wikidata.org/entity/Q1020
Malaysia,http://www.wikidata.org/entity/Q833
Maldives,http://www.wikidata.org/entity/Q826
Mali,http://www.wikidata.org/entity/Q912
Malta,http://www.wikidata.org/entity/Q233
Marshall Islands,http://www.wikidata.org/entity/Q709
Mauritania,http://www.wikidata.org/entity/Q1025
Mauritius,http://www.wikidata.org/entity/Q1027
Mexico,http://www.wikidata.org/entity/Q96
Moldova,http://www.wikidata.org/entity/Q217
Monaco,http://www.wikidata.org/entity/Q235
Mongolia,http://www.wikidata.org/entity/Q711
Montenegro,http://www.wikidata.org/entity/Q236
Morocco,http://www.wikidata.org/entity/Q1028
Mozambique,http://www.wikidata.org/entity/Q1029
Myanmar,http://www.wikidata.org/entity/Q836
Namibia,http://www.wikidata.org/entity/Q1030
Nauru,http://www.wikidata.org/entity/Q697
Nepal,http://www.wikidata.org/entity/Q837
New Zealand,http://www.wikidata.org/entity/Q664
Nicaragua,http://www.wikidata.org/entity/Q811
Niger,http://www.wikidata.org/entity/Q1032
Nigeria,http://www.wikidata.org/entity/Q1033
Nigeria: Lagos,http://www.wikidata.org/entity/Q8673
North Korea,http://www.wikidata.org/entity/Q423
North Macedonia,http://www.wikidata.org/entity/Q221
Norway,http://www.wikidata.org/entity/Q20
Oman,http://www.wikidata.org/entity/Q842
Ottoman Empire,http://www.wikidata.org/entity/Q12560
Pakistan,http://www.wikidata.org/entity/Q843
Pakistan: Gilgit,http://www.wikidata.org/entity/Q609024
Pakistan: KPK,http://www.wikidata.org/entity/Q183314
Palau,http://www.wikidata.org/entity/Q695
Panama,http://www.wikidata.org/entity/Q804
Papua New Guinea,http://www.wikidata.org/entity/Q691
Paraguay,http://www.wikidata.org/entity/Q733
People's Republic of China,http://www.wikidata.org/entity/Q148
Peru,http://www.wikidata.org/entity/Q419
Philippines,http://www.wikidata.org/entity/Q928
Poland,http://www.wikidata.org/entity/Q36
Portugal,http://www.wikidata.org/entity/Q45
Principality of Turov and Pinsk,http://www.wikidata.org/entity/Q671362
Qatar,http://www.wikidata.org/entity/Q846
Republic of Cyprus,http://www.wikidata.org/entity/Q229
Republic of Geneva,http://www.wikidata.org/entity/Q23366230
Republic of the Congo,http://www.wikidata.org/entity/Q971
Romania,http://www.wikidata.org/entity/Q218
Russia,http://www.wikidata.org/entity/Q159
Rwanda,http://www.wikidata.org/entity/Q1037
Saint Kitts and Nevis,http://www.wikidata.org/entity/Q763
Saint Lucia,http://www.wikidata.org/entity/Q760
Saint Vincent and the Grenadines,http://www.wikidata.org/entity/Q757
Samoa,http://www.wikidata.org/entity/Q683
San Marino,http://www.wikidata.org/entity/Q238
São Tomé and Príncipe,http://www.wikidata.org/entity/Q1039
Saudi Arabia,http://www.wikidata.org/entity/Q851
Senegal,http://www.wikidata.org/entity/Q1041
Serbia,http://www.wikidata.org/entity/Q403
Seychelles,http://www.wikidata.org/entity/Q1042
Sierra Leone,http://www.wikidata.org/entity/Q1044
Singapore,http://www.wikidata.org/entity/Q334
Slovakia,http://www.wikidata.org/entity/Q214
Slovenia,http://www.wikidata.org/entity/Q215
Solomon Islands,http://www.wikidata.org/entity/Q685
Somalia,http://www.wikidata.org/entity/Q1045
South Africa,http://www.wikidata.org/entity/Q258
South Africa: KwaZulu-Natal,http://www.wikidata.org/entity/Q81725
South African Republic,http://www.wikidata.org/entity/Q550374
South Korea,http://www.wikidata.org/entity/Q884
South Sudan,http://www.wikidata.org/entity/Q958
Spain,http://www.wikidata.org/entity/Q29
Spain: Valencia,http://www.wikidata.org/entity/Q8818
Sri Lanka,http://www.wikidata.org/entity/Q854
State of Los Altos,http://www.wikidata.org/entity/Q738264
Sudan,http://www.wikidata.org/entity/Q1049
Suriname,http://www.wikidata.org/entity/Q730
Sweden,http://www.wikidata.org/entity/Q34
Switzerland,http://www.wikidata.org/entity/Q39
Syria,http://www.wikidata.org/entity/Q858
Taiwan,http://www.wikidata.org/entity/Q865
Tajikistan,http://www.wikidata.org/entity/Q863
Tanzania,http://www.wikidata.org/entity/Q924
Thailand,http://www.wikidata.org/entity/Q869
The Bahamas,http://www.wikidata.org/entity/Q778
The Gambia,http://www.wikidata.org/entity/Q1005
Togo,http://www.wikidata.org/entity/Q945
Tonga,http://www.wikidata.org/entity/Q678
Trinidad and Tobago,http://www.wikidata.org/entity/Q754
Tunisia,http://www.wikidata.org/entity/Q948
Tunisia: Tunis,http://www.wikidata.org/entity/Q3572
Turkey,http://www.wikidata.org/entity/Q43
Turkmenistan,http://www.wikidata.org/entity/Q874
Tuvalu,http://www.wikidata.org/entity/Q672
Uganda,http://www.wikidata.org/entity/Q1036
Ukraine,http://www.wikidata.org/entity/Q212
United Arab Emirates,http://www.wikidata.org/entity/Q878
United Arab Republic,http://www.wikidata.org/entity/Q170468
United Kingdom,http://www.wikidata.org/entity/Q145
United States of America,http://www.wikidata.org/entity/Q30
Uruguay,http://www.wikidata.org/entity/Q77
USA,http://www.wikidata.org/entity/Q30
USA: AK,http://www.wikidata.org/entity/Q797
USA: AL,http://www.wikidata.org/entity/Q173
USA: AR,http://www.wikidata.org/entity/Q1612
USA: AZ,http://www.wikidata.org/entity/Q816
USA: CA,http://www.wikidata.org/entity/Q99
"USA: CA, San Diego County",http://www.wikidata.org/entity/Q108143
USA: CO,http://www.wikidata.org/entity/Q1261
USA: CT,http://www.wikidata.org/entity/Q779
USA: DE,http://www.wikidata.org/entity/Q1393
USA: FL,http://www.wikidata.org/entity/Q812
USA: GA,http://www.wikidata.org/entity/Q1428
USA: HI,http://www.wikidata.org/entity/Q782
USA: IA,http://www.wikidata.org/entity/Q1546
USA: ID,http://www.wikidata.org/entity/Q1221
USA: IL,http://www.wikidata.org/entity/Q1204
USA: Illinois,http://www.wikidata.org/entity/Q1204
USA: IN,http://www.wikidata.org/entity/Q1415
USA: KS,http://www.wikidata.org/entity/Q1558
USA: KY,http://www.wikidata.org/entity/Q1603
USA: LA,http://www.wikidata.org/entity/Q1588
USA: MA,http://www.wikidata.org/entity/Q771
USA: MD,http://www.wikidata.org/entity/Q1391
USA: ME,http://www.wikidata.org/entity/Q724
USA: MI,http://www.wikidata.org/entity/Q1166
USA: MN,http://www.wikidata.org/entity/Q1527
USA: MO,http://www.wikidata.org/entity/Q1581
USA: MS,http://www.wikidata.org/entity/Q1494
USA: MT,http://www.wikidata.org/entity/Q1212
USA: NC,http://www.wikidata.org/entity/Q1454
USA: ND,http://www.wikidata.org/entity/Q1207
USA: NE,http://www.wikidata.org/entity/Q1553
USA: NH,http://www.wikidata.org/entity/Q759
USA: NJ,http://www.wikidata.org/entity/Q1408
USA: NM,http://www.wikidata.org/entity/Q1522
USA: North Carolina,http://www.wikidata.org/entity/Q1454
USA: NV,http://www.wikidata.org/entity/Q1227
USA: NY,http://www.wikidata.org/entity/Q1384
USA: OH,http://www.wikidata.org/entity/Q1397
USA: OK,http://www.wikidata.org/entity/Q1649
USA: OR,http://www.wikidata.org/entity/Q824
USA: PA,http://www.wikidata.org/entity/Q1400
USA: RI,http://www.wikidata.org/entity/Q1387
"USA: San Francisco, CA",http://www.wikidata.org/entity/Q62
USA: SC,http://www.wikidata.org/entity/Q1456
USA: SD,http://www.wikidata.org/entity/Q1211
"USA: Snohomish County, WA",http://www.wikidata.org/entity/Q110403
USA: TN,http://www.wikidata.org/entity/Q1509
USA: TX,http://www.wikidata.org/entity/Q1439
USA: UT,http://www.wikidata.org/entity/Q829
USA: VA,http://www.wikidata.org/entity/Q1370
USA: VT,http://www.wikidata.org/entity/Q16551
USA: WA,http://www.wikidata.org/entity/Q1223
USA: WI,http://www.wikidata.org/entity/Q1537
USA: WV,http://www.wikidata.org/entity/Q1371
USA: WY,http://www.wikidata.org/entity/Q1214
Uzbekistan,http://www.wikidata.org/entity/Q265
Vanuatu,http://www.wikidata.org/entity/Q686
Vatican City,http://www.wikidata.org/entity/Q237
Venezuela,http://www.wikidata.org/entity/Q717
Viet nam,http://www.wikidata.org/entity/Q881
Viet Nam,http://www.wikidata.org/entity/Q881
Viet Nam: Ho Chi Minh city,http://www.wikidata.org/entity/Q1854
Vietnam,http://www.wikidata.org/entity/Q881
Yemen,http://www.wikidata.org/entity/Q805
Zambia,http://www.wikidata.org/entity/Q953
Zimbabwe,http://www.wikidata.org/entity/Q954
